mV','seconds'
-0.135,6.52
-0.135,6.522
-0.13,6.524
-0.13,6.526
-0.13,6.528
-0.125,6.53
-0.125,6.532
-0.12,6.534
-0.12,6.536
-0.12,6.538
-0.12,6.54
-0.125,6.542
-0.125,6.544
-0.13,6.546
-0.135,6.548
-0.145,6.55
-0.145,6.552
-0.15,6.554
-0.15,6.556
-0.15,6.558
-0.145,6.56
-0.14,6.562
-0.14,6.564
-0.135,6.566
-0.135,6.568
-0.13,6.57
-0.13,6.572
-0.13,6.574
-0.13,6.576
-0.13,6.578
-0.13,6.58
-0.13,6.582
-0.13,6.584
-0.13,6.586
-0.13,6.588
-0.13,6.59
-0.13,6.592
-0.13,6.594
-0.13,6.596
-0.13,6.598
-0.13,6.6
-0.125,6.602
-0.125,6.604
-0.12,6.606
-0.12,6.608
-0.12,6.61
-0.12,6.612
-0.125,6.614
-0.125,6.616
-0.13,6.618
-0.13,6.62
-0.13,6.622
-0.13,6.624
-0.13,6.626
-0.125,6.628
-0.12,6.63
-0.115,6.632
-0.11,6.634
-0.11,6.636
-0.105,6.638
-0.105,6.64
-0.105,6.642
-0.105,6.644
-0.105,6.646
-0.11,6.648
-0.11,6.65
-0.11,6.652
-0.115,6.654
-0.115,6.656
-0.115,6.658
-0.115,6.66
-0.115,6.662
-0.11,6.664
-0.105,6.666
-0.1,6.668
-0.095,6.67
-0.09,6.672
-0.09,6.674
-0.09,6.676
-0.09,6.678
-0.09,6.68
-0.095,6.682
-0.095,6.684
-0.095,6.686
-0.095,6.688
-0.095,6.69
-0.09,6.692
-0.085,6.694
-0.085,6.696
-0.085,6.698
-0.085,6.7
-0.085,6.702
-0.085,6.704
-0.08,6.706
-0.08,6.708
-0.075,6.71
-0.065,6.712
-0.06,6.714
-0.05,6.716
-0.04,6.718
-0.035,6.72
-0.03,6.722
-0.025,6.724
-0.025,6.726
-0.025,6.728
-0.03,6.73
-0.035,6.732
-0.04,6.734
-0.05,6.736
-0.06,6.738
-0.065,6.74
-0.075,6.742
-0.08,6.744
-0.09,6.746
-0.095,6.748
-0.1,6.75
-0.1,6.752
-0.105,6.754
-0.105,6.756
-0.11,6.758
-0.115,6.76
-0.115,6.762
-0.12,6.764
-0.125,6.766
-0.125,6.768
-0.125,6.77
-0.125,6.772
-0.12,6.774
-0.115,6.776
-0.115,6.778
-0.11,6.78
-0.105,6.782
-0.105,6.784
-0.105,6.786
-0.105,6.788
-0.11,6.79
-0.11,6.792
-0.115,6.794
-0.12,6.796
-0.12,6.798
-0.125,6.8
-0.13,6.802
-0.13,6.804
-0.135,6.806
-0.135,6.808
-0.13,6.81
-0.13,6.812
-0.125,6.814
-0.12,6.816
-0.12,6.818
-0.115,6.82
-0.115,6.822
-0.115,6.824
-0.12,6.826
-0.125,6.828
-0.13,6.83
-0.13,6.832
-0.135,6.834
-0.135,6.836
-0.135,6.838
-0.135,6.84
-0.135,6.842
-0.135,6.844
-0.13,6.846
-0.125,6.848
-0.11,6.85
-0.08,6.852
-0.04,6.854
0.015,6.856
0.085,6.858
0.17,6.86
0.255,6.862
0.345,6.864
0.425,6.866
0.49,6.868
0.53,6.87
0.55,6.872
0.54,6.874
0.5,6.876
0.44,6.878
0.355,6.88
0.26,6.882
0.16,6.884
0.06,6.886
-0.03,6.888
-0.1,6.89
-0.155,6.892
-0.19,6.894
-0.205,6.896
-0.2,6.898
-0.185,6.9
-0.16,6.902
-0.13,6.904
-0.105,6.906
-0.085,6.908
-0.075,6.91
-0.065,6.912
-0.065,6.914
-0.065,6.916
-0.065,6.918
-0.065,6.92
-0.06,6.922
-0.06,6.924
-0.06,6.926
-0.06,6.928
-0.065,6.93
-0.07,6.932
-0.075,6.934
-0.08,6.936
-0.085,6.938
-0.085,6.94
-0.085,6.942
-0.08,6.944
-0.075,6.946
-0.065,6.948
-0.06,6.95
-0.055,6.952
-0.05,6.954
-0.05,6.956
-0.05,6.958
-0.05,6.96
-0.055,6.962
-0.055,6.964
-0.055,6.966
-0.055,6.968
-0.055,6.97
-0.05,6.972
-0.05,6.974
-0.045,6.976
-0.045,6.978
-0.045,6.98
-0.045,6.982
-0.045,6.984
-0.045,6.986
-0.045,6.988
-0.045,6.99
-0.045,6.992
-0.045,6.994
-0.04,6.996
-0.04,6.998
-0.035,7
-0.03,7.002
-0.02,7.004
-0.015,7.006
-0.01,7.008
-0.005,7.01
0,7.012
0,7.014
0.005,7.016
0.005,7.018
0.01,7.02
0.01,7.022
0.015,7.024
0.02,7.026
0.02,7.028
0.025,7.03
0.03,7.032
0.03,7.034
0.035,7.036
0.035,7.038
0.03,7.04
0.03,7.042
0.03,7.044
0.03,7.046
0.035,7.048
0.04,7.05
0.045,7.052
0.055,7.054
0.065,7.056
0.075,7.058
0.085,7.06
0.095,7.062
0.1,7.064
0.11,7.066
0.115,7.068
0.12,7.07
0.125,7.072
0.13,7.074
0.135,7.076
0.14,7.078
0.145,7.08
0.15,7.082
0.155,7.084
0.16,7.086
0.16,7.088
0.16,7.09
0.16,7.092
0.16,7.094
0.16,7.096
0.16,7.098
0.16,7.1
0.165,7.102
0.165,7.104
0.17,7.106
0.175,7.108
0.175,7.11
0.18,7.112
0.175,7.114
0.175,7.116
0.17,7.118
0.165,7.12
0.155,7.122
0.15,7.124
0.14,7.126
0.13,7.128
0.12,7.13
0.11,7.132
0.1,7.134
0.09,7.136
0.08,7.138
0.07,7.14
0.06,7.142
0.055,7.144
0.05,7.146
0.045,7.148
0.04,7.15
0.035,7.152
0.03,7.154
0.025,7.156
0.02,7.158
0.01,7.16
0,7.162
-0.01,7.164
-0.02,7.166
-0.025,7.168
-0.03,7.17
-0.035,7.172
-0.04,7.174
-0.04,7.176
-0.04,7.178
-0.04,7.18
-0.035,7.182
-0.035,7.184
-0.035,7.186
-0.04,7.188
-0.04,7.19
-0.04,7.192
-0.045,7.194
-0.05,7.196
-0.05,7.198
-0.05,7.2
-0.055,7.202
-0.055,7.204
-0.055,7.206
-0.055,7.208
-0.055,7.21
-0.055,7.212
-0.05,7.214
-0.05,7.216
-0.05,7.218
-0.045,7.22
-0.045,7.222
-0.045,7.224
-0.045,7.226
-0.04,7.228
-0.04,7.23
-0.04,7.232
-0.04,7.234
-0.04,7.236
-0.04,7.238
-0.04,7.24
-0.04,7.242
-0.035,7.244
-0.035,7.246
-0.035,7.248
-0.035,7.25
-0.04,7.252
-0.04,7.254
-0.04,7.256
-0.045,7.258
-0.045,7.26
-0.045,7.262
-0.045,7.264
-0.045,7.266
-0.04,7.268
-0.035,7.27
-0.035,7.272
-0.03,7.274
-0.025,7.276
-0.025,7.278
-0.02,7.28
-0.02,7.282
-0.02,7.284
-0.025,7.286
-0.025,7.288
-0.03,7.29
-0.035,7.292
-0.035,7.294
-0.04,7.296
-0.04,7.298
-0.04,7.3
-0.04,7.302
-0.035,7.304
-0.035,7.306
-0.025,7.308
-0.02,7.31
-0.015,7.312
-0.015,7.314
-0.015,7.316
-0.015,7.318
-0.015,7.32
-0.02,7.322
-0.025,7.324
-0.03,7.326
-0.03,7.328
-0.035,7.33
-0.035,7.332
-0.03,7.334
-0.03,7.336
-0.03,7.338
-0.025,7.34
-0.025,7.342
-0.025,7.344
-0.025,7.346
-0.025,7.348
-0.025,7.35
-0.025,7.352
-0.025,7.354
-0.03,7.356
-0.03,7.358
-0.03,7.36
-0.035,7.362
-0.035,7.364
-0.04,7.366
-0.04,7.368
-0.045,7.37
-0.045,7.372
-0.045,7.374
-0.045,7.376
-0.045,7.378
-0.045,7.38
-0.045,7.382
-0.05,7.384
-0.05,7.386
-0.05,7.388
-0.05,7.39
-0.05,7.392
-0.05,7.394
-0.045,7.396
-0.045,7.398
-0.04,7.4
-0.04,7.402
-0.04,7.404
-0.04,7.406
-0.04,7.408
-0.045,7.41
-0.045,7.412
-0.045,7.414
-0.045,7.416
-0.045,7.418
-0.04,7.42
-0.035,7.422
-0.03,7.424
-0.03,7.426
-0.025,7.428
-0.025,7.43
-0.025,7.432
-0.03,7.434
-0.03,7.436
-0.035,7.438
-0.04,7.44
-0.04,7.442
-0.045,7.444
-0.04,7.446
-0.04,7.448
-0.035,7.45
-0.03,7.452
-0.03,7.454
-0.03,7.456
-0.03,7.458
-0.035,7.46
-0.04,7.462
-0.045,7.464
-0.055,7.466
-0.06,7.468
-0.065,7.47
-0.07,7.472
-0.07,7.474
-0.07,7.476
-0.065,7.478
-0.06,7.48
-0.055,7.482
-0.05,7.484
-0.045,7.486
-0.045,7.488
-0.04,7.49
-0.04,7.492
-0.035,7.494
-0.035,7.496
-0.035,7.498
-0.035,7.5
-0.035,7.502
-0.035,7.504
-0.04,7.506
-0.04,7.508
-0.045,7.51
-0.045,7.512
-0.05,7.514
-0.05,7.516
-0.05,7.518
-0.05,7.52
-0.05,7.522
-0.05,7.524
-0.05,7.526
-0.05,7.528
-0.05,7.53
-0.05,7.532
-0.05,7.534
-0.05,7.536
-0.05,7.538
-0.055,7.54
-0.055,7.542
-0.05,7.544
-0.045,7.546
-0.04,7.548
-0.035,7.55
-0.025,7.552
-0.015,7.554
-0.01,7.556
-0.005,7.558
-0.005,7.56
-0.01,7.562
-0.01,7.564
-0.015,7.566
-0.02,7.568
-0.025,7.57
-0.03,7.572
-0.025,7.574
-0.02,7.576
-0.015,7.578
-0.005,7.58
0.005,7.582
0.01,7.584
0.02,7.586
0.02,7.588
0.025,7.59
0.025,7.592
0.02,7.594
0.02,7.596
0.015,7.598
0.015,7.6
0.015,7.602
0.01,7.604
0.01,7.606
0.005,7.608
0,7.61
-0.01,7.612
-0.02,7.614
-0.03,7.616
-0.04,7.618
-0.05,7.62
-0.055,7.622
-0.06,7.624
-0.06,7.626
-0.06,7.628
-0.06,7.63
-0.055,7.632
-0.055,7.634
-0.055,7.636
-0.055,7.638
-0.055,7.64
-0.055,7.642
-0.06,7.644
-0.06,7.646
-0.06,7.648
-0.06,7.65
-0.06,7.652
-0.06,7.654
-0.06,7.656
-0.06,7.658
-0.06,7.66
-0.065,7.662
-0.07,7.664
-0.07,7.666
-0.075,7.668
-0.075,7.67
-0.08,7.672
-0.075,7.674
-0.075,7.676
-0.07,7.678
-0.07,7.68
-0.065,7.682
-0.065,7.684
-0.065,7.686
-0.065,7.688
-0.065,7.69
-0.065,7.692
-0.065,7.694
-0.065,7.696
-0.07,7.698
-0.07,7.7
-0.08,7.702
-0.085,7.704
-0.095,7.706
-0.1,7.708
-0.105,7.71
-0.105,7.712
-0.1,7.714
-0.085,7.716
-0.055,7.718
-0.02,7.72
0.03,7.722
0.09,7.724
0.15,7.726
0.22,7.728
0.29,7.73
0.355,7.732
0.415,7.734
0.46,7.736
0.49,7.738
0.495,7.74
0.485,7.742
0.445,7.744
0.385,7.746
0.305,7.748
0.215,7.75
0.12,7.752
0.03,7.754
-0.05,7.756
-0.11,7.758
-0.15,7.76
-0.165,7.762
-0.16,7.764
-0.145,7.766
-0.12,7.768
-0.09,7.77
-0.07,7.772
-0.055,7.774
-0.045,7.776
-0.05,7.778
-0.055,7.78
-0.06,7.782
-0.065,7.784
-0.065,7.786
-0.06,7.788
-0.055,7.79
-0.045,7.792
-0.04,7.794
-0.035,7.796
-0.04,7.798
-0.045,7.8
-0.055,7.802
-0.065,7.804
-0.07,7.806
-0.08,7.808
-0.08,7.81
-0.08,7.812
-0.075,7.814
-0.065,7.816
-0.06,7.818
-0.05,7.82
-0.045,7.822
-0.045,7.824
-0.04,7.826
-0.045,7.828
-0.045,7.83
-0.045,7.832
-0.045,7.834
-0.045,7.836
-0.045,7.838
-0.04,7.84
-0.035,7.842
-0.035,7.844
-0.03,7.846
-0.03,7.848
-0.03,7.85
-0.03,7.852
-0.025,7.854
-0.015,7.856
-0.005,7.858
0.005,7.86
0.02,7.862
0.035,7.864
0.05,7.866
0.07,7.868
0.08,7.87
0.09,7.872
0.1,7.874
0.11,7.876
0.115,7.878
0.125,7.88
0.13,7.882
0.135,7.884
0.14,7.886
0.145,7.888
0.145,7.89
0.15,7.892
0.15,7.894
0.155,7.896
0.16,7.898
0.17,7.9
0.175,7.902
0.185,7.904
0.195,7.906
0.205,7.908
0.21,7.91
0.215,7.912
0.22,7.914
0.22,7.916
0.215,7.918
0.215,7.92
0.215,7.922
0.22,7.924
0.225,7.926
0.235,7.928
0.245,7.93
0.26,7.932
0.27,7.934
0.28,7.936
0.29,7.938
0.3,7.94
0.305,7.942
0.31,7.944
0.31,7.946
0.315,7.948
0.315,7.95
0.32,7.952
0.32,7.954
0.325,7.956
0.325,7.958
0.325,7.96
0.325,7.962
0.325,7.964
0.32,7.966
0.32,7.968
0.32,7.97
0.32,7.972
0.32,7.974
0.325,7.976
0.325,7.978
0.325,7.98
0.325,7.982
0.32,7.984
0.315,7.986
0.31,7.988
0.3,7.99
0.29,7.992
0.275,7.994
0.265,7.996
0.255,7.998
0.245,8
0.235,8.002
0.23,8.004
0.22,8.006
0.21,8.008
0.2,8.01
0.19,8.012
0.18,8.014
0.17,8.016
0.16,8.018
0.155,8.02
0.15,8.022
0.145,8.024
0.14,8.026
0.135,8.028
0.13,8.03
0.13,8.032
0.125,8.034
0.12,8.036
0.115,8.038
0.115,8.04
0.11,8.042
0.11,8.044
0.11,8.046
0.105,8.048
0.105,8.05
0.105,8.052
0.1,8.054
0.095,8.056
0.09,8.058
0.08,8.06
0.075,8.062
0.07,8.064
0.065,8.066
0.065,8.068
0.065,8.07
0.07,8.072
0.075,8.074
0.08,8.076
0.085,8.078
0.085,8.08
0.085,8.082
0.08,8.084
0.075,8.086
0.07,8.088
0.065,8.09
0.06,8.092
0.06,8.094
0.06,8.096
0.06,8.098
0.065,8.1
0.065,8.102
0.065,8.104
0.065,8.106
0.065,8.108
0.065,8.11
0.065,8.112
0.06,8.114
0.06,8.116
0.06,8.118
0.06,8.12
0.06,8.122
0.06,8.124
0.06,8.126
0.06,8.128
0.055,8.13
0.055,8.132
0.055,8.134
0.055,8.136
0.05,8.138
0.05,8.14
0.05,8.142
0.05,8.144
0.05,8.146
0.05,8.148
0.045,8.15
0.045,8.152
0.045,8.154
0.04,8.156
0.04,8.158
0.04,8.16
0.04,8.162
0.04,8.164
0.04,8.166
0.04,8.168
0.04,8.17
0.035,8.172
0.035,8.174
0.03,8.176
0.03,8.178
0.025,8.18
0.02,8.182
0.02,8.184
0.015,8.186
0.015,8.188
0.02,8.19
0.02,8.192
0.02,8.194
0.025,8.196
0.025,8.198
0.025,8.2
0.025,8.202
0.02,8.204
0.015,8.206
0.01,8.208
0.005,8.21
0,8.212
-0.005,8.214
-0.005,8.216
-0.01,8.218
-0.01,8.22
-0.01,8.222
-0.005,8.224
-0.005,8.226
-0.005,8.228
-0.005,8.23
-0.005,8.232
-0.005,8.234
-0.01,8.236
-0.01,8.238
-0.01,8.24
-0.015,8.242
-0.015,8.244
-0.02,8.246
-0.02,8.248
-0.02,8.25
-0.02,8.252
-0.02,8.254
-0.02,8.256
-0.015,8.258
-0.015,8.26
-0.015,8.262
-0.015,8.264
-0.015,8.266
-0.02,8.268
-0.02,8.27
-0.02,8.272
-0.025,8.274
-0.03,8.276
-0.03,8.278
-0.035,8.28
-0.04,8.282
-0.045,8.284
-0.05,8.286
-0.05,8.288
-0.05,8.29
-0.045,8.292
-0.04,8.294
-0.035,8.296
-0.03,8.298
-0.025,8.3
-0.025,8.302
-0.025,8.304
-0.03,8.306
-0.04,8.308
-0.05,8.31
-0.06,8.312
-0.065,8.314
-0.07,8.316
-0.075,8.318
-0.07,8.32
-0.065,8.322
-0.06,8.324
-0.05,8.326
-0.045,8.328
-0.045,8.33
-0.045,8.332
-0.045,8.334
-0.05,8.336
-0.055,8.338
-0.06,8.34
-0.065,8.342
-0.07,8.344
-0.075,8.346
-0.08,8.348
-0.08,8.35
-0.085,8.352
-0.085,8.354
-0.085,8.356
-0.085,8.358
-0.085,8.36
-0.085,8.362
-0.085,8.364
-0.08,8.366
-0.075,8.368
-0.07,8.37
-0.07,8.372
-0.065,8.374
-0.065,8.376
-0.07,8.378
-0.07,8.38
-0.07,8.382
-0.07,8.384
-0.07,8.386
-0.07,8.388
-0.065,8.39
-0.06,8.392
-0.055,8.394
-0.05,8.396
-0.045,8.398
-0.04,8.4
-0.04,8.402
-0.045,8.404
-0.05,8.406
-0.055,8.408
-0.06,8.41
-0.065,8.412
-0.07,8.414
-0.07,8.416
-0.065,8.418
-0.06,8.42
-0.055,8.422
-0.045,8.424
-0.03,8.426
-0.02,8.428
-0.015,8.43
-0.005,8.432
-0.005,8.434
-0.005,8.436
-0.01,8.438
-0.015,8.44
-0.02,8.442
-0.03,8.444
-0.035,8.446
-0.04,8.448
-0.045,8.45
-0.045,8.452
-0.045,8.454
-0.045,8.456
-0.05,8.458
-0.05,8.46
-0.055,8.462
-0.06,8.464
-0.065,8.466
-0.075,8.468
-0.085,8.47
-0.09,8.472
-0.1,8.474
-0.105,8.476
-0.105,8.478
-0.11,8.48
-0.11,8.482
-0.11,8.484
-0.11,8.486
-0.11,8.488
-0.11,8.49
-0.105,8.492
-0.105,8.494
-0.105,8.496
-0.1,8.498
-0.1,8.5
-0.1,8.502
-0.105,8.504
-0.105,8.506
-0.11,8.508
-0.115,8.51
-0.125,8.512
-0.13,8.514
-0.13,8.516
-0.13,8.518
-0.13,8.52
-0.13,8.522
-0.125,8.524
-0.12,8.526
-0.115,8.528
-0.11,8.53
-0.11,8.532
-0.11,8.534
-0.11,8.536
-0.115,8.538
-0.12,8.54
-0.125,8.542
-0.13,8.544
-0.13,8.546
-0.135,8.548
-0.14,8.55
-0.14,8.552
-0.145,8.554
-0.145,8.556
-0.145,8.558
-0.14,8.56
-0.13,8.562
-0.115,8.564
-0.085,8.566
-0.045,8.568
0.005,8.57
0.07,8.572
0.145,8.574
0.225,8.576
0.305,8.578
0.38,8.58
0.44,8.582
0.475,8.584
0.49,8.586
0.475,8.588
0.43,8.59
0.36,8.592
0.275,8.594
0.175,8.596
0.08,8.598
-0.015,8.6
-0.09,8.602
-0.15,8.604
-0.185,8.606
-0.205,8.608
-0.205,8.61
-0.195,8.612
-0.175,8.614
-0.155,8.616
-0.14,8.618
-0.125,8.62
-0.115,8.622
-0.11,8.624
-0.105,8.626
-0.1,8.628
-0.1,8.63
-0.1,8.632
-0.095,8.634
-0.095,8.636
-0.095,8.638
-0.095,8.64
-0.095,8.642
-0.1,8.644
-0.1,8.646
-0.105,8.648
-0.105,8.65
-0.105,8.652
-0.105,8.654
-0.1,8.656
-0.09,8.658
-0.085,8.66
-0.075,8.662
-0.07,8.664
-0.065,8.666
-0.06,8.668
-0.06,8.67
-0.065,8.672
-0.065,8.674
-0.07,8.676
-0.075,8.678
-0.08,8.68
-0.08,8.682
-0.075,8.684
-0.07,8.686
-0.065,8.688
-0.06,8.69
-0.05,8.692
-0.045,8.694
-0.04,8.696
-0.04,8.698
-0.04,8.7
-0.045,8.702
-0.05,8.704
-0.055,8.706
-0.06,8.708
-0.065,8.71
-0.065,8.712
-0.065,8.714
-0.065,8.716
-0.06,8.718
-0.055,8.72
-0.05,8.722
-0.05,8.724
-0.045,8.726
-0.045,8.728
-0.045,8.73
-0.045,8.732
-0.04,8.734
-0.035,8.736
-0.035,8.738
-0.025,8.74
-0.02,8.742
-0.015,8.744
-0.01,8.746
-0.005,8.748
-0.005,8.75
0,8.752
0,8.754
0.005,8.756
0.01,8.758
0.015,8.76
0.02,8.762
0.025,8.764
0.03,8.766
0.035,8.768
0.04,8.77
0.04,8.772
0.045,8.774
0.045,8.776
0.055,8.778
0.06,8.78
0.07,8.782
0.085,8.784
0.1,8.786
0.11,8.788
0.12,8.79
0.13,8.792
0.135,8.794
0.135,8.796
0.135,8.798
0.13,8.8
0.13,8.802
0.13,8.804
0.13,8.806
0.135,8.808
0.14,8.81
0.145,8.812
0.15,8.814
0.15,8.816
0.145,8.818
0.14,8.82
0.135,8.822
0.13,8.824
0.125,8.826
0.125,8.828
0.12,8.83
0.12,8.832
0.12,8.834
0.12,8.836
0.115,8.838
0.105,8.84
0.095,8.842
0.08,8.844
0.065,8.846
0.05,8.848
0.035,8.85
0.025,8.852
0.015,8.854
0.005,8.856
0,8.858
-0.005,8.86
-0.01,8.862
-0.015,8.864
-0.02,8.866
-0.03,8.868
-0.035,8.87
-0.04,8.872
-0.045,8.874
-0.055,8.876
-0.06,8.878
-0.065,8.88
-0.075,8.882
-0.08,8.884
-0.085,8.886
-0.09,8.888
-0.09,8.89
-0.09,8.892
-0.09,8.894
-0.09,8.896
-0.085,8.898
-0.085,8.9
-0.085,8.902
-0.09,8.904
-0.09,8.906
-0.095,8.908
-0.1,8.91
-0.105,8.912
-0.105,8.914
-0.11,8.916
-0.105,8.918
-0.105,8.92
-0.1,8.922
-0.09,8.924
-0.085,8.926
-0.08,8.928
-0.08,8.93
-0.08,8.932
-0.085,8.934
-0.085,8.936
-0.09,8.938
-0.095,8.94
-0.1,8.942
-0.1,8.944
-0.095,8.946
-0.09,8.948
-0.085,8.95
-0.08,8.952
-0.07,8.954
-0.065,8.956
-0.065,8.958
-0.065,8.96
-0.07,8.962
-0.08,8.964
-0.085,8.966
-0.095,8.968
-0.1,8.97
-0.105,8.972
-0.105,8.974
-0.105,8.976
-0.1,8.978
-0.09,8.98
-0.085,8.982
-0.075,8.984
-0.07,8.986
-0.065,8.988
-0.065,8.99
-0.065,8.992
-0.07,8.994
-0.07,8.996
-0.07,8.998
-0.075,9
-0.075,9.002
-0.075,9.004
-0.08,9.006
-0.08,9.008
-0.08,9.01
-0.08,9.012
-0.08,9.014
-0.08,9.016
-0.08,9.018
-0.08,9.02
-0.075,9.022
-0.07,9.024
-0.065,9.026
-0.065,9.028
-0.06,9.03
-0.055,9.032
-0.055,9.034
-0.055,9.036
-0.055,9.038
-0.055,9.04
-0.055,9.042
-0.055,9.044
-0.055,9.046
-0.055,9.048
-0.05,9.05
-0.05,9.052
-0.05,9.054
-0.055,9.056
-0.055,9.058
-0.055,9.06
-0.06,9.062
-0.06,9.064
-0.065,9.066
-0.065,9.068
-0.07,9.07
-0.075,9.072
-0.075,9.074
-0.08,9.076
-0.085,9.078
-0.085,9.08
-0.09,9.082
-0.09,9.084
-0.09,9.086
-0.09,9.088
-0.085,9.09
-0.085,9.092
-0.08,9.094
-0.08,9.096
-0.08,9.098
-0.08,9.1
-0.075,9.102
-0.075,9.104
-0.075,9.106
-0.07,9.108
-0.07,9.11
-0.065,9.112
-0.065,9.114
-0.065,9.116
-0.065,9.118
-0.07,9.12
-0.07,9.122
-0.075,9.124
-0.08,9.126
-0.08,9.128
-0.08,9.13
-0.08,9.132
-0.08,9.134
-0.08,9.136
-0.08,9.138
-0.075,9.14
-0.075,9.142
-0.07,9.144
-0.07,9.146
-0.07,9.148
-0.07,9.15
-0.07,9.152
-0.07,9.154
-0.07,9.156
-0.075,9.158
-0.075,9.16
-0.075,9.162
-0.075,9.164
-0.075,9.166
-0.07,9.168
-0.07,9.17
-0.07,9.172
-0.07,9.174
-0.07,9.176
-0.07,9.178
-0.07,9.18
-0.075,9.182
-0.075,9.184
-0.075,9.186
-0.08,9.188
-0.075,9.19
-0.075,9.192
-0.075,9.194
-0.075,9.196
-0.075,9.198
-0.075,9.2
-0.075,9.202
-0.075,9.204
-0.08,9.206
-0.08,9.208
-0.08,9.21
-0.08,9.212
-0.08,9.214
-0.075,9.216
-0.075,9.218
-0.07,9.22
-0.065,9.222
-0.065,9.224
-0.06,9.226
-0.055,9.228
-0.05,9.23
-0.05,9.232
-0.045,9.234
-0.045,9.236
-0.045,9.238
-0.045,9.24
-0.04,9.242
-0.04,9.244
-0.04,9.246
-0.04,9.248
-0.035,9.25
-0.03,9.252
-0.025,9.254
-0.02,9.256
-0.01,9.258
-0.005,9.26
0.005,9.262
0.01,9.264
0.015,9.266
0.015,9.268
0.02,9.27
0.015,9.272
0.01,9.274
0.005,9.276
-0.005,9.278
-0.015,9.28
-0.025,9.282
-0.035,9.284
-0.04,9.286
-0.045,9.288
-0.045,9.29
-0.045,9.292
-0.045,9.294
-0.045,9.296
-0.045,9.298
-0.05,9.3
-0.055,9.302
-0.06,9.304
-0.065,9.306
-0.075,9.308
-0.08,9.31
-0.08,9.312
-0.08,9.314
-0.08,9.316
-0.075,9.318
-0.075,9.32
-0.07,9.322
-0.07,9.324
-0.075,9.326
-0.075,9.328
-0.08,9.33
-0.08,9.332
-0.085,9.334
-0.085,9.336
-0.08,9.338
-0.08,9.34
-0.075,9.342
-0.075,9.344
-0.075,9.346
-0.075,9.348
-0.075,9.35
-0.075,9.352
-0.08,9.354
-0.08,9.356
-0.08,9.358
-0.08,9.36
-0.08,9.362
-0.08,9.364
-0.08,9.366
-0.085,9.368
-0.09,9.37
-0.095,9.372
-0.1,9.374
-0.105,9.376
-0.105,9.378
-0.105,9.38
-0.105,9.382
-0.105,9.384
-0.105,9.386
-0.1,9.388
-0.095,9.39
-0.085,9.392
-0.06,9.394
-0.025,9.396
0.025,9.398
0.09,9.4
0.175,9.402
0.265,9.404
0.36,9.406
0.455,9.408
0.53,9.41
0.59,9.412
0.615,9.414
0.61,9.416
0.575,9.418
0.51,9.42
0.415,9.422
0.31,9.424
0.195,9.426
0.085,9.428
-0.01,9.43
-0.09,9.432
-0.145,9.434
-0.175,9.436
-0.185,9.438
-0.175,9.44
-0.155,9.442
-0.13,9.444
-0.105,9.446
-0.08,9.448
-0.06,9.45
-0.05,9.452
-0.045,9.454
-0.05,9.456
-0.05,9.458
-0.055,9.46
-0.06,9.462
-0.06,9.464
-0.06,9.466
-0.06,9.468
-0.055,9.47
-0.05,9.472
-0.05,9.474
-0.05,9.476
-0.05,9.478
-0.055,9.48
-0.06,9.482
-0.06,9.484
-0.06,9.486
-0.06,9.488
-0.06,9.49
-0.055,9.492
-0.05,9.494
-0.045,9.496
-0.04,9.498
-0.04,9.5
-0.04,9.502
-0.04,9.504
-0.04,9.506
-0.04,9.508
-0.035,9.51
-0.035,9.512
-0.03,9.514
-0.025,9.516
-0.02,9.518
-0.015,9.52
-0.01,9.522
-0.01,9.524
-0.005,9.526
-0.005,9.528
-0.005,9.53
-0.01,9.532
-0.01,9.534
-0.01,9.536
-0.01,9.538
-0.01,9.54
-0.005,9.542
-0.005,9.544
-0.005,9.546
0,9.548
0,9.55
0,9.552
0,9.554
0.005,9.556
0.005,9.558
0.005,9.56
0.005,9.562
0.005,9.564
0.01,9.566
0.015,9.568
0.02,9.57
0.03,9.572
0.035,9.574
0.045,9.576
0.05,9.578
0.055,9.58
0.06,9.582
0.065,9.584
0.065,9.586
0.07,9.588
0.075,9.59
0.075,9.592
0.08,9.594
0.085,9.596
0.09,9.598
0.095,9.6
0.1,9.602
0.105,9.604
0.11,9.606
0.115,9.608
0.12,9.61
0.125,9.612
0.135,9.614
0.14,9.616
0.15,9.618
0.155,9.62
0.16,9.622
0.17,9.624
0.175,9.626
0.18,9.628
0.185,9.63
0.19,9.632
0.195,9.634
0.2,9.636
0.205,9.638
0.205,9.64
0.21,9.642
0.21,9.644
0.21,9.646
0.205,9.648
0.2,9.65
0.195,9.652
0.185,9.654
0.18,9.656
0.18,9.658
0.175,9.66
0.175,9.662
0.175,9.664
0.175,9.666
0.17,9.668
0.16,9.67
0.155,9.672
0.14,9.674
0.125,9.676
0.11,9.678
0.095,9.68
0.08,9.682
0.065,9.684
0.055,9.686
0.045,9.688
0.04,9.69
0.035,9.692
0.03,9.694
0.025,9.696
0.02,9.698
0.02,9.7
0.015,9.702
0.01,9.704
0.005,9.706
0.005,9.708
0,9.71
-0.005,9.712
-0.015,9.714
-0.02,9.716
-0.03,9.718
-0.04,9.72
-0.045,9.722
-0.055,9.724
-0.06,9.726
-0.06,9.728
-0.06,9.73
-0.06,9.732
-0.05,9.734
-0.045,9.736
-0.04,9.738
-0.035,9.74
